ID,Name,Revenue2015,Expenses2015,Profit2015,Growth2015,Revenue2014,Expenses2014,Profit2014,Growth2014,Revenue2013,Expenses2013,Profit2013
309,Zathtechi,"$7,187,775.00","$2,286,092.00","$4,901,683.00",586%,"$1,047,226.00","$330,868.00","$716,358.00",402%,"$208,611.00","$55,525.00","$153,086.00"
310,Sunsaolax,"$7,151,103.00","$3,835,473.00","$3,315,630.00",443%,"$1,316,524.00","$665,674.00","$650,850.00",427%,"$249,815.00","$135,359.00","$114,456.00"
311,Zapdex,"$9,055,025.00","$4,259,167.00","$4,795,858.00",447%,"$1,655,147.00","$826,109.00","$829,038.00",365%,"$355,946.00","$156,965.00","$198,981.00"
312,Indigocon,"$8,538,212.00","$2,306,246.00","$6,231,966.00",360%,"$1,855,391.00","$344,927.00","$1,510,464.00",367%,"$397,300.00","$90,658.00","$306,642.00"
313,Zamfax,"$9,886,455.00","$320,669.00","$9,565,786.00",352%,"$2,188,826.00","$81,336.00","$2,107,490.00",388%,"$448,530.00","$17,933.00","$430,597.00"
314,Tanholdings,"$8,156,873.00","$5,309,355.00","$2,847,517.00",430%,"$1,538,230.00","$1,082,139.00","$456,091.00",278%,"$406,939.00","$214,506.00","$192,434.00"
315,Zer-Plus,"$6,848,690.00","$7,240,164.00","-$391,474.00",305%,"$1,690,412.00","$2,891,273.00","-$1,200,861.00",266%,"$461,861.00","$1,432,798.00","-$970,937.00"
316,Hexzoomity,"$10,319,636.00","$3,863,890.00","$6,455,746.00",398%,"$2,071,766.00","$641,863.00","$1,429,903.00",410%,"$406,229.00","$133,818.00","$272,410.00"
317,Vilahouse,"$8,662,253.00","$7,543,897.00","$1,118,355.00",247%,"$2,497,705.00","$1,740,299.00","$757,406.00",171%,"$921,662.00","$1,437,091.00","-$515,429.00"
318,Lamcare,"$7,547,716.00","$5,232,913.00","$2,314,803.00",447%,"$1,379,994.00","$988,733.00","$391,261.00",392%,"$280,487.00","$198,467.00","$82,020.00"
319,Keytouch,"$8,597,264.00","$5,649,633.00","$2,947,631.00",129%,"$3,752,431.00","$1,667,244.00","$2,085,187.00",91%,"$1,964,624.00","$654,572.00","$1,310,051.00"
320,Solotechi,"$7,660,262.00","$5,252,533.00","$2,407,729.00",403%,"$1,522,121.00","$1,425,417.00","$96,704.00",365%,"$327,338.00","$344,596.00","-$17,258.00"
321,Kincon,"$13,239,282.00","$2,973,757.00","$10,265,525.00",486%,"$2,261,108.00","$407,082.00","$1,854,026.00",501%,"$376,224.00","$77,467.00","$298,757.00"
322,Tancode,"$10,506,061.00","$5,204,074.00","$5,301,987.00",421%,"$2,015,994.00","$1,206,032.00","$809,962.00",,,,
323,Zumlam,"$4,657,494.00","$2,818,486.00","$1,839,008.00",472%,"$814,031.00","$572,122.00","$241,909.00",417%,"$157,453.00","$100,634.00","$56,819.00"
324,Dripcane,"$12,431,007.00","$2,153,035.00","$10,277,972.00",455%,"$2,239,979.00","$375,233.00","$1,864,746.00",300%,"$559,995.00","$170,582.00","$389,413.00"
325,Temptechno,"$9,636,801.00","$4,591,340.00","$5,045,461.00",450%,"$1,753,029.00","$687,375.00","$1,065,654.00",204%,"$576,654.00","$234,619.00","$342,035.00"
326,Zimtechno,"$14,268,611.00","$6,773,400.00","$7,495,211.00",439%,"$2,645,108.00","$1,325,205.00","$1,319,903.00",304%,"$654,730.00","$370,361.00","$284,368.00"
327,Fax-Street,"$5,436,616.00","$6,175,332.00","-$738,716.00",414%,"$1,057,230.00","$1,739,902.00","-$682,672.00",365%,"$227,361.00","$300,490.00","-$73,129.00"
328,Lambetech,"$11,150,781.00","$1,321,628.00","$9,829,153.00",337%,"$2,552,466.00","$354,593.00","$2,197,873.00",266%,"$697,395.00","$84,297.00","$613,098.00"
329,Groovetrans,"$5,882,233.00","$5,146,353.00","$735,880.00",342%,"$1,330,743.00","$1,461,234.00","-$130,491.00",322%,"$315,342.00","$343,240.00","-$27,898.00"
330,Freefase,"$11,917,473.00","$4,686,876.00","$7,230,597.00",435%,"$2,225,618.00","$648,374.00","$1,577,244.00",374%,"$469,540.00","$131,714.00","$337,826.00"
331,Domtexon,"$11,117,455.00","$4,483,508.00","$6,633,947.00",269%,"$3,012,867.00","$1,064,859.00","$1,948,008.00",,,,
332,Wareplanet,"$10,344,138.00","$4,159,307.00","$6,184,830.00",238%,"$3,060,655.00","$1,069,579.00","$1,991,076.00",225%,"$941,740.00","$1,160,992.00","-$219,252.00"
333,Scotstrip,"$10,120,892.00","$125,635.00","$9,995,257.00",262%,"$2,792,312.00","$29,762.00","$2,762,550.00",250%,"$797,803.00","$8,677.00","$789,126.00"
334,Inchfind,"$10,925,194.00","$6,355,052.00","$4,570,142.00",433%,"$2,050,170.00","$1,048,588.00","$1,001,582.00",287%,"$529,760.00","$507,289.00","$22,471.00"
335,Planetholdings,"$6,449,228.00","$7,700,337.00","-$1,251,109.00",260%,"$1,792,198.00","$2,494,891.00","-$702,693.00",286%,"$464,300.00","$478,716.00","-$14,416.00"
336,Bigfan,"$10,386,159.00","$3,093,397.00","$7,292,763.00",542%,"$1,616,797.00","$496,984.00","$1,119,813.00",505%,"$267,239.00","$81,748.00","$185,491.00"
337,Tampqvotex,"$9,536,892.00","$4,240,627.00","$5,296,264.00",342%,"$2,156,043.00","$761,705.00","$1,394,338.00",207%,"$702,294.00","$339,286.00","$363,008.00"
338,Kayis,"$9,264,750.00","$1,232,980.00","$8,031,769.00",545%,"$1,436,265.00","$248,035.00","$1,188,230.00",599%,"$205,474.00","$41,759.00","$163,716.00"
339,Drilllane,"$10,240,158.00","$1,367,678.00","$8,872,479.00",558%,"$1,556,156.00","$227,901.00","$1,328,255.00",490%,"$263,755.00","$39,270.00","$224,485.00"
340,Randrill,"$8,239,229.00","$5,802,235.00","$2,436,995.00",496%,"$1,382,038.00","$785,947.00","$596,091.00",536%,"$217,302.00","$148,339.00","$68,963.00"
341,Konkex,"$8,634,427.00","$5,850,781.00","$2,783,646.00",346%,"$1,934,430.00","$1,207,709.00","$726,721.00",391%,"$393,978.00","$354,135.00","$39,842.00"
342,Techhigh,"$9,681,671.00","$5,999,660.00","$3,682,011.00",335%,"$2,227,268.00","$1,667,138.00","$560,130.00",374%,"$469,888.00","$426,299.00","$43,588.00"
343,Zonunocom,"$11,006,002.00","$3,275,588.00","$7,730,414.00",266%,"$3,010,188.00","$572,643.00","$2,437,545.00",272%,"$809,190.00","$99,569.00","$709,621.00"
344,Saltstreet,"$9,219,294.00","$6,235,328.00","$2,983,966.00",515%,"$1,498,254.00","$1,222,106.00","$276,148.00",481%,"$257,875.00","$193,117.00","$64,758.00"
345,Viatechno,"$7,575,221.00","$1,296,577.00","$6,278,644.00",250%,"$2,163,115.00","$534,549.00","$1,628,566.00",237%,"$641,874.00","$143,277.00","$498,597.00"
346,Quocan,"$7,835,460.00","$5,613,470.00","$2,221,990.00",367%,"$1,677,863.00","$1,098,457.00","$579,406.00",537%,"$263,401.00","$190,465.00","$72,936.00"
347,Acetrans,"$7,277,511.00","$3,491,485.00","$3,786,026.00",535%,"$1,146,537.00","$658,234.00","$488,303.00",501%,"$190,772.00","$149,471.00","$41,301.00"
348,Sonredtam,"$8,016,385.00","$9,330,202.00","-$1,313,817.00",501%,"$1,333,723.00","$1,545,985.00","-$212,262.00",408%,"$262,544.00","$294,717.00","-$32,173.00"
349,Greenfan,"$10,228,294.00","$5,751,232.00","$4,477,062.00",501%,"$1,702,280.00","$819,944.00","$882,336.00",472%,"$297,601.00","$205,187.00","$92,414.00"
350,Sub-Green,"$9,382,124.00","$5,574,406.00","$3,807,718.00",178%,"$3,378,114.00","$5,127,547.00","-$1,749,433.00",238%,"$999,442.00","$1,466,072.00","-$466,630.00"
351,Matelectronics,"$12,683,504.00","$3,205,936.00","$9,477,568.00",776%,"$1,447,297.00","$354,425.00","$1,092,872.00",524%,"$231,939.00","$69,955.00","$161,984.00"
352,X-Care,"$4,454,455.00","$1,270,280.00","$3,184,175.00",410%,"$872,951.00","$199,518.00","$673,433.00",413%,"$170,166.00","$34,442.00","$135,724.00"
353,Joblab,"$10,216,792.00","$2,436,060.00","$7,780,732.00",552%,"$1,567,618.00","$469,156.00","$1,098,462.00",463%,"$278,440.00","$86,455.00","$191,985.00"
354,Zenzootrax,"$7,837,545.00","$4,466,042.00","$3,371,503.00",530%,"$1,244,696.00","$740,059.00","$504,637.00",481%,"$214,233.00","$107,232.00","$107,001.00"
355,Fungreen,"$7,892,566.00","$6,223,772.00","$1,668,795.00",531%,"$1,251,433.00","$1,438,204.00","-$186,771.00",349%,"$278,716.00","$238,150.00","$40,566.00"
356,Goldenware,"$8,557,193.00","$2,344,939.00","$6,212,253.00",617%,"$1,193,343.00","$334,815.00","$858,528.00",,,,
357,Hotis,"$9,262,832.00","$5,770,554.00","$3,492,278.00",537%,"$1,455,218.00","$867,709.00","$587,509.00",304%,"$360,202.00","$222,601.00","$137,601.00"
358,Damelectrics,"$11,710,706.00","$3,828,134.00","$7,882,571.00",578%,"$1,728,044.00","$509,569.00","$1,218,475.00",498%,"$288,971.00","$119,515.00","$169,455.00"
359,Cancone,"$10,411,904.00","$4,286,747.00","$6,125,157.00",351%,"$2,307,328.00","$1,342,758.00","$964,570.00",303%,"$572,538.00","$475,512.00","$97,026.00"
360,Nimcare,"$8,591,445.00","$5,005,625.00","$3,585,820.00",465%,"$1,520,234.00","$821,103.00","$699,131.00",194%,"$517,086.00","$273,682.00","$243,404.00"
361,Ittech,"$6,133,739.00","$6,544,488.00","-$410,750.00",502%,"$1,019,115.00","$975,316.00","$43,799.00",550%,"$156,787.00","$121,518.00","$35,269.00"
362,Zun-Ex,"$13,535,564.00","$6,222,750.00","$7,312,814.00",622%,"$1,873,654.00","$831,428.00","$1,042,226.00",597%,"$268,817.00","$135,379.00","$133,438.00"
363,Techis,"$10,013,931.00","$2,248,353.00","$7,765,578.00",432%,"$1,882,002.00","$472,896.00","$1,409,106.00",504%,"$311,590.00","$55,039.00","$256,551.00"
364,Volzoom,"$10,218,547.00","$5,081,916.00","$5,136,631.00",256%,"$2,872,179.00","$1,672,495.00","$1,199,684.00",221%,"$894,760.00","$411,985.00","$482,774.00"
365,Saofintone,"$9,559,177.00","$2,841,579.00","$6,717,599.00",449%,"$1,741,392.00","$601,430.00","$1,139,962.00",389%,"$356,113.00","$123,616.00","$232,497.00"
366,Indigoit,"$11,942,061.00","$5,349,385.00","$6,592,675.00",656%,"$1,579,863.00","$533,966.00","$1,045,897.00",502%,"$262,436.00","$87,345.00","$175,090.00"
367,K-Tone,"$9,593,898.00","$4,884,584.00","$4,709,314.00",555%,"$1,464,837.00","$659,283.00","$805,554.00",453%,"$264,889.00","$124,970.00","$139,919.00"
368,Codelane,"$10,923,981.00","$5,440,402.00","$5,483,579.00",422%,"$2,092,393.00","$1,176,052.00","$916,341.00",283%,"$546,317.00","$325,544.00","$220,773.00"
369,Triotexon,"$10,339,798.00","$1,298,258.00","$9,041,540.00",463%,"$1,836,380.00","$268,907.00","$1,567,473.00",255%,"$517,290.00","$53,375.00","$463,915.00"
370,Streettaxon,"$11,817,252.00","$1,096,684.00","$10,720,568.00",465%,"$2,091,023.00","$178,944.00","$1,912,079.00",419%,"$402,895.00","$29,676.00","$373,219.00"
371,Dongreen,"$9,919,200.00","$2,918,251.00","$7,000,949.00",483%,"$1,701,541.00","$397,086.00","$1,304,455.00",395%,"$343,746.00","$61,055.00","$282,690.00"
372,Rehoting,"$8,090,625.00","$5,455,657.00","$2,634,968.00",365%,"$1,738,924.00","$879,977.00","$858,947.00",,,,
373,Indiin,"$11,870,344.00","$1,259,826.00","$10,610,518.00",453%,"$2,144,890.00","$176,247.00","$1,968,643.00",472%,"$374,981.00","$25,679.00","$349,301.00"
374,Kanlux,"$10,868,249.00","$4,854,787.00","$6,013,462.00",568%,"$1,627,795.00","$771,548.00","$856,247.00",723%,"$197,788.00","$130,783.00","$67,005.00"
375,Fase-Bam,"$10,574,342.00","$2,146,255.00","$8,428,087.00",339%,"$2,406,221.00","$468,855.00","$1,937,366.00",152%,"$954,850.00","$190,227.00","$764,623.00"
376,Silit,"$10,692,411.00","$7,777,972.00","$2,914,438.00",362%,"$2,312,437.00","$1,442,117.00","$870,320.00",374%,"$487,856.00","$297,569.00","$190,287.00"
377,Fixlatcare,"$9,349,818.00","$634,360.00","$8,715,458.00",396%,"$1,884,432.00","$132,594.00","$1,751,838.00",,,,
378,Zummalux,"$10,729,022.00","$3,113,479.00","$7,615,543.00",447%,"$1,960,860.00","$583,404.00","$1,377,456.00",353%,"$432,861.00","$270,193.00","$162,668.00"
379,Medbase,"$9,695,169.00","$4,473,383.00","$5,221,786.00",298%,"$2,435,395.00","$1,101,432.00","$1,333,963.00",164%,"$922,498.00","$368,216.00","$554,282.00"
380,Zimtech,"$9,687,894.00","$3,853,781.00","$5,834,113.00",449%,"$1,763,487.00","$669,612.00","$1,093,875.00",328%,"$412,030.00","$145,373.00","$266,657.00"
381,Xx-Bam,"$15,229,411.00","$2,327,339.00","$12,902,072.00",441%,"$2,812,929.00","$435,100.00","$2,377,829.00",276%,"$748,119.00","$121,914.00","$626,205.00"
382,Jayphase,"$6,892,054.00","$4,938,867.00","$1,953,187.00",318%,"$1,650,359.00","$1,495,416.00","$154,943.00",,,,
383,J-Unafase,"$2,835,717.00","$5,071,219.00","-$2,235,502.00",347%,"$634,294.00","$1,585,750.00","-$951,456.00",,,,
384,Singlefind,"$11,725,679.00","$4,944,684.00","$6,780,995.00",394%,"$2,372,048.00","$1,006,069.00","$1,365,979.00",,,,
385,Icephase,"$8,098,201.00","$6,105,205.00","$1,992,996.00",198%,"$2,713,030.00","$1,766,109.00","$946,921.00",7%,"$2,535,542.00","$26,916,499.00","-$24,380,957.00"
386,U-Holdings,"$9,810,312.00","$2,528,981.00","$7,281,332.00",270%,"$2,648,484.00","$1,097,683.00","$1,550,801.00",284%,"$689,709.00","$247,471.00","$442,238.00"
387,Lalane,"$10,461,526.00","$4,934,351.00","$5,527,175.00",472%,"$1,827,457.00","$1,388,916.00","$438,541.00",254%,"$516,231.00","$391,603.00","$124,628.00"
388,Vol-Con,"$10,562,149.00","$5,950,026.00","$4,612,122.00",394%,"$2,137,022.00","$992,129.00","$1,144,893.00",343%,"$482,398.00","$242,735.00","$239,662.00"
389,Linetax,"$10,091,431.00","$2,907,698.00","$7,183,733.00",425%,"$1,923,568.00","$534,741.00","$1,388,827.00",334%,"$443,218.00","$87,393.00","$355,825.00"
390,Hotlax,"$6,473,628.00","$2,599,091.00","$3,874,537.00",466%,"$1,142,808.00","$496,769.00","$646,039.00",413%,"$222,770.00","$114,297.00","$108,472.00"
391,Zot-Lam,"$7,491,026.00","$5,281,745.00","$2,209,280.00",417%,"$1,450,304.00","$992,492.00","$457,812.00",386%,"$298,416.00","$211,286.00","$87,130.00"
392,Villatouch,"$8,010,737.00","$4,271,887.00","$3,738,850.00",401%,"$1,598,136.00","$909,209.00","$688,927.00",318%,"$382,329.00","$187,960.00","$194,369.00"
393,O-Zimron,"$7,939,309.00","$7,535,865.00","$403,444.00",530%,"$1,259,490.00","$1,005,369.00","$254,121.00",516%,"$204,463.00","$159,711.00","$44,752.00"
394,Goldenin,"$8,542,417.00","$2,710,320.00","$5,832,098.00",284%,"$2,226,053.00","$698,184.00","$1,527,869.00",233%,"$668,484.00","$218,851.00","$449,633.00"
395,E-Tex,"$11,295,163.00","$3,974,721.00","$7,320,442.00",387%,"$2,320,728.00","$533,060.00","$1,787,668.00",273%,"$622,179.00","$174,166.00","$448,013.00"
396,Hexdom,"$5,724,413.00","$4,126,154.00","$1,598,259.00",225%,"$1,758,978.00","$4,210,746.00","-$2,451,768.00",311%,"$427,975.00","$1,412,924.00","-$984,949.00"
397,Cardinalsmacked,"$10,246,854.00","$544,542.00","$9,702,312.00",528%,"$1,631,491.00","$106,172.00","$1,525,319.00",326%,"$382,979.00","$21,418.00","$361,561.00"
398,Acclaimedcirl,"$4,484,095.00","$4,177,191.00","$306,904.00",253%,"$1,268,811.00","$997,533.00","$271,278.00",,,,
399,Frayedintrigue,"$7,846,678.00","$1,435,103.00","$6,411,576.00",574%,"$1,164,378.00","$209,857.00","$954,521.00",,,,
400,Sanguineprove,"$8,841,808.00","$7,254,054.00","$1,587,754.00",463%,"$1,570,928.00","$1,436,782.00","$134,146.00",521%,"$252,967.00","$243,600.00","$9,368.00"
401,Nakedshrapnel,"$11,916,828.00","$3,879,436.00","$8,037,392.00",406%,"$2,353,778.00","$807,757.00","$1,546,021.00",,,,
402,Crohnpurchasing,"$7,783,326.00","$3,020,880.00","$4,762,446.00",477%,"$1,348,250.00","$470,523.00","$877,727.00",485%,"$230,470.00","$71,721.00","$158,749.00"
403,Countslovenly,"$8,380,367.00","$8,213,905.00","$166,462.00",525%,"$1,339,840.00","$1,438,828.00","-$98,988.00",422%,"$256,674.00","$206,174.00","$50,500.00"
404,Judgemicrosoft,"$11,093,094.00","$3,724,605.00","$7,368,488.00",546%,"$1,716,956.00","$572,650.00","$1,144,306.00",511%,"$281,008.00","$79,416.00","$201,592.00"
405,Reinforceputtock,"$5,890,468.00","$2,263,512.00","$3,626,956.00",327%,"$1,379,846.00","$471,618.00","$908,228.00",427%,"$261,830.00","$125,993.00","$135,838.00"
406,Purchasecrouton,"$10,894,633.00","$4,704,083.00","$6,190,550.00",465%,"$1,926,828.00","$691,235.00","$1,235,593.00",447%,"$352,254.00","$152,794.00","$199,460.00"
407,Anodisingcrimp,"$5,793,626.00","$7,634,480.00","-$1,840,854.00",347%,"$1,296,661.00","$2,240,321.00","-$943,660.00",234%,"$388,222.00","$644,810.00","-$256,589.00"
408,Geometrygene,"$11,360,700.00","$4,422,823.00","$6,937,878.00",232%,"$3,424,903.00","$1,666,875.00","$1,758,028.00",171%,"$1,263,802.00","$979,260.00","$284,542.00"
409,Pursuitsskewer,"$8,731,776.00","$887,658.00","$7,844,118.00",275%,"$2,325,590.00","$364,862.00","$1,960,728.00",193%,"$793,717.00","$143,316.00","$650,401.00"
410,Willinghungarian,"$8,246,052.00","$6,483,170.00","$1,762,883.00",471%,"$1,443,729.00","$840,254.00","$603,475.00",515%,"$234,753.00","$145,929.00","$88,823.00"
411,Geigerbeneficial,"$10,470,309.00","$3,499,830.00","$6,970,479.00",228%,"$3,196,987.00","$988,440.00","$2,208,547.00",190%,"$1,102,409.00","$690,475.00","$411,935.00"
412,Relishtreasure,"$9,959,049.00","$432,738.00","$9,526,310.00",461%,"$1,776,556.00","$84,574.00","$1,691,982.00",428%,"$336,469.00","$21,223.00","$315,246.00"
413,Forearmblade,"$10,768,818.00","$3,279,306.00","$7,489,512.00",290%,"$2,764,187.00","$688,037.00","$2,076,150.00",205%,"$906,291.00","$202,440.00","$703,851.00"
414,Rmsvivid,"$8,011,063.00","$1,207,466.00","$6,803,598.00",445%,"$1,469,813.00","$185,853.00","$1,283,960.00",389%,"$300,575.00","$38,932.00","$261,644.00"
415,Nervousdispatcher,"$4,955,439.00","$629,477.00","$4,325,962.00",472%,"$866,119.00","$88,117.00","$778,002.00",539%,"$135,543.00","$15,584.00","$119,959.00"
416,Ribpunish,"$9,489,161.00","$5,624,903.00","$3,864,258.00",385%,"$1,956,718.00","$992,890.00","$963,828.00",443%,"$360,353.00","$166,867.00","$193,486.00"
417,Deliciousgeometry,"$11,864,251.00","$2,661,258.00","$9,202,993.00",344%,"$2,671,291.00","$772,066.00","$1,899,225.00",138%,"$1,122,391.00","$372,029.00","$750,362.00"
418,Happinesspineapple,"$11,682,563.00","$6,568,199.00","$5,114,364.00",496%,"$1,961,008.00","$1,025,869.00","$935,139.00",723%,"$238,276.00","$148,280.00","$89,996.00"
419,Consistapplies,"$8,662,984.00","$2,441,617.00","$6,221,367.00",291%,"$2,213,285.00","$572,200.00","$1,641,085.00",194%,"$752,818.00","$215,690.00","$537,128.00"
420,Dowdyweanling,"$10,893,126.00","$2,374,602.00","$8,518,524.00",274%,"$2,915,141.00","$724,002.00","$2,191,139.00",,,,
421,Monitoringhaflinger,"$7,322,286.00","$7,603,732.00","-$281,446.00",393%,"$1,486,124.00","$1,319,632.00","$166,492.00",130%,"$646,141.00","$708,526.00","-$62,385.00"
422,Bouquetvolt,"$7,736,129.00","$3,667,653.00","$4,068,476.00",206%,"$2,526,713.00","$1,663,423.00","$863,290.00",53%,"$1,651,446.00","$1,192,704.00","$458,743.00"
423,Thamesringed,"$8,596,885.00","$4,214,179.00","$4,382,705.00",488%,"$1,461,777.00","$661,113.00","$800,664.00",,,,
424,Abstractedchocolat,"$7,079,562.00","$4,960,266.00","$2,119,296.00",222%,"$2,200,965.00","$2,340,852.00","-$139,887.00",220%,"$687,802.00","$830,590.00","-$142,788.00"
425,Wiggakintail,"$8,713,642.00","$3,796,676.00","$4,916,966.00",276%,"$2,317,734.00","$883,267.00","$1,434,467.00",237%,"$687,755.00","$316,705.00","$371,050.00"
426,Machinewarn,"$11,548,371.00","$6,091,555.00","$5,456,816.00",436%,"$2,156,235.00","$1,223,057.00","$933,178.00",312%,"$523,358.00","$402,486.00","$120,872.00"
427,Berserkfluther,"$11,076,187.00","$6,334,621.00","$4,741,566.00",482%,"$1,903,374.00","$910,882.00","$992,492.00",368%,"$406,704.00","$236,670.00","$170,034.00"
428,Nohitterright,"$9,910,197.00","$5,085,850.00","$4,824,347.00",356%,"$2,172,392.00","$1,415,404.00","$756,988.00",412%,"$424,295.00","$315,596.00","$108,699.00"
429,Tragicultra,"$9,681,921.00","$3,593,982.00","$6,087,939.00",478%,"$1,676,272.00","$552,728.00","$1,123,544.00",451%,"$304,224.00","$68,622.00","$235,601.00"
430,Coatforked,"$10,626,672.00","$243,956.00","$10,382,716.00",363%,"$2,293,584.00","$65,928.00","$2,227,656.00",215%,"$728,122.00","$25,567.00","$702,555.00"
431,Loveboyle,"$9,552,889.00","$3,814,137.00","$5,738,752.00",178%,"$3,431,425.00","$982,808.00","$2,448,617.00",136%,"$1,453,994.00","$314,600.00","$1,139,393.00"
432,Recognisedwimp,"$12,988,345.00","$3,047,196.00","$9,941,149.00",672%,"$1,682,773.00","$339,396.00","$1,343,377.00",518%,"$272,293.00","$64,164.00","$208,129.00"
433,Mustermilk,"$7,635,521.00","$1,545,811.00","$6,089,710.00",407%,"$1,505,031.00","$242,023.00","$1,263,008.00",497%,"$252,099.00","$48,808.00","$203,291.00"
434,Urethrawell,"$9,885,103.00","$7,470,554.00","$2,414,549.00",423%,"$1,888,519.00","$1,671,384.00","$217,135.00",430%,"$356,324.00","$332,812.00","$23,512.00"
435,Admonishbadelynge,"$9,528,495.00","$3,117,953.00","$6,410,542.00",485%,"$1,628,689.00","$462,801.00","$1,165,888.00",588%,"$236,728.00","$76,800.00","$159,928.00"
436,Siftercockamamie,"$12,691,389.00","$2,498,398.00","$10,192,991.00",382%,"$2,632,684.00","$547,750.00","$2,084,934.00",,,,
437,Atrophymonsters,"$7,166,127.00","$7,827,496.00","-$661,369.00",487%,"$1,220,252.00","$1,120,557.00","$99,695.00",617%,"$170,189.00","$173,038.00","-$2,849.00"
438,Chirpskipping,"$10,643,314.00","$3,666,733.00","$6,976,581.00",230%,"$3,222,816.00","$874,815.00","$2,348,001.00",84%,"$1,751,530.00","$280,133.00","$1,471,398.00"
439,Discreetcorrosive,"$7,307,498.00","$6,648,408.00","$659,090.00",362%,"$1,582,854.00","$1,853,749.00","-$270,895.00",32%,"$1,199,132.00","$877,346.00","$321,786.00"
440,Plankoblateness,"$6,879,063.00","$6,575,557.00","$303,506.00",515%,"$1,118,301.00","$1,051,418.00","$66,883.00",451%,"$202,958.00","$180,652.00","$22,306.00"
441,Shuffleelse,"$7,510,279.00","$5,819,666.00","$1,690,613.00",273%,"$2,014,124.00","$1,096,369.00","$917,755.00",297%,"$507,336.00","$396,848.00","$110,488.00"
442,Dyneinbulbous,"$7,981,288.00","$2,270,634.00","$5,710,654.00",507%,"$1,314,390.00","$381,753.00","$932,637.00",471%,"$230,191.00","$74,111.00","$156,080.00"
443,Handlersthroated,"$11,592,541.00","$3,987,941.00","$7,604,601.00",420%,"$2,231,054.00","$718,719.00","$1,512,335.00",379%,"$465,773.00","$173,970.00","$291,803.00"
444,Boundextrasmall,"$8,838,341.00","$4,521,158.00","$4,317,183.00",411%,"$1,730,605.00","$846,333.00","$884,272.00",287%,"$447,185.00","$172,130.00","$275,055.00"
445,Efferentfinished,"$5,449,870.00","$140,030.00","$5,309,840.00",351%,"$1,208,629.00","$29,607.00","$1,179,022.00",,,,
446,Trogleguarantee,"$7,882,726.00","$3,769,434.00","$4,113,292.00",244%,"$2,293,584.00","$840,103.00","$1,453,481.00",159%,"$885,554.00","$342,568.00","$542,986.00"
447,Chloridesfixation,"$10,924,846.00","$4,016,500.00","$6,908,345.00",307%,"$2,685,051.00","$713,760.00","$1,971,291.00",248%,"$771,566.00","$285,189.00","$486,378.00"
448,Raisinscotta,"$10,393,471.00","$6,652,796.00","$3,740,675.00",263%,"$2,864,768.00","$1,773,640.00","$1,091,128.00",235%,"$855,155.00","$756,033.00","$99,122.00"
449,Loocloning,"$9,346,039.00","$3,049,306.00","$6,296,733.00",464%,"$1,656,101.00","$551,343.00","$1,104,758.00",263%,"$456,226.00","$115,051.00","$341,175.00"
450,Cormorantpassionate,"$7,966,060.00","$4,821,598.00","$3,144,462.00",264%,"$2,191,404.00","$928,608.00","$1,262,796.00",340%,"$498,046.00","$174,042.00","$324,004.00"
451,Sandhillrisk,"$7,664,063.00","$2,447,209.00","$5,216,855.00",575%,"$1,134,680.00","$357,028.00","$777,652.00",481%,"$195,298.00","$53,722.00","$141,576.00"
452,Calmbus,"$9,965,955.00","$3,048,562.00","$6,917,393.00",611%,"$1,401,349.00","$429,859.00","$971,490.00",575%,"$207,607.00","$57,866.00","$149,742.00"
453,Broadboiled,"$8,910,974.00","$6,219,992.00","$2,690,982.00",296%,"$2,250,089.00","$2,619,452.00","-$369,363.00",,,,
454,Pastpumpkin,"$11,192,435.00","$1,024,624.00","$10,167,810.00",426%,"$2,128,506.00","$164,900.00","$1,963,606.00",320%,"$506,787.00","$44,961.00","$461,826.00"
455,Vertextractor,"$6,092,909.00","$8,516,661.00","-$2,423,752.00",244%,"$1,772,741.00","$2,724,029.00","-$951,288.00",-45%,"$3,223,165.00","$17,033,186.00","-$13,810,020.00"
456,Parkourwoodchat,"$7,853,705.00","$6,339,352.00","$1,514,353.00",461%,"$1,400,360.00","$1,220,263.00","$180,097.00",335%,"$321,922.00","$240,817.00","$81,105.00"
457,Ritelepus,"$6,662,326.00","$4,932,726.00","$1,729,601.00",289%,"$1,710,601.00","$1,942,673.00","-$232,072.00",210%,"$551,807.00","$710,592.00","-$158,785.00"
458,Coiledsheriff,"$3,367,964.00","$2,639,513.00","$728,452.00",365%,"$723,935.00","$543,038.00","$180,897.00",402%,"$144,210.00","$116,764.00","$27,446.00"
459,Bastingconverse,"$12,133,832.00","$3,344,231.00","$8,789,601.00",452%,"$2,196,460.00","$461,479.00","$1,734,981.00",477%,"$380,669.00","$74,004.00","$306,665.00"
460,Stylishhypothesis,"$10,705,546.00","$3,170,938.00","$7,534,608.00",220%,"$3,342,165.00","$671,124.00","$2,671,041.00",57%,"$2,128,768.00","$302,124.00","$1,826,644.00"
461,Ethanoicgreenish,"$9,998,905.00","$1,280,398.00","$8,718,507.00",348%,"$2,232,545.00","$258,762.00","$1,973,783.00",349%,"$497,226.00","$77,952.00","$419,274.00"
462,Glaciertolerant,"$8,174,843.00","$4,696,022.00","$3,478,821.00",640%,"$1,104,978.00","$765,678.00","$339,300.00",587%,"$160,841.00","$102,517.00","$58,324.00"
